"PFPR","TREATMENT_COVERAGE","STARTING_PARTNER_DRUG_FREQ","TIME_TO_1p_580Y","TIME_TO_10p_580Y","TIME_TO_25p_580Y","TIME_PARTNER_DRUG_RES_FREQ_TO_1p","TIME_PARTNER_DRUG_RES_FREQ_TO_5p","TIME_PARTNER_DRUG_RES_FREQ_TO_10p","TIME_PARTNER_DRUG_RES_FREQ_TO_20p","TIME_TO_10p_TF","TIME_TO_25p_TF","NUMBER_OF_TREATMENT_FAILURES","NUMBER_OF_MUTATION_EVENTS_1","NUMBER_OF_MUTATION_EVENTS_2","NUMBER_OF_MUTATION_EVENTS_3","NUMBER_OF_MUTATION_EVENTS_4","NUMBER_OF_MUTATION_EVENTS_5"
1,0.2,0,14.6849315068493,NA,NA,5.3972602739726,14.9315068493151,24.2191780821918,37.2054794520548,11.4794520547945,NA,0.042125,6,8,3,8,3
1,0.2,0,30.7945205479452,NA,NA,5.89041095890411,NA,NA,NA,35.3150684931507,NA,0.02245,5,8,4,7,2
1,0.2,0,20.7671232876712,37.4520547945205,NA,10.8219178082192,34.0821917808219,37.3698630136986,NA,15.7534246575342,NA,0.02595,2,6,1,6,5
1,0.2,0,6.54794520547945,NA,NA,7.86301369863014,16.9041095890411,18.7123287671233,NA,17.6438356164384,NA,0.032775,5,5,5,2,8
1,0.2,0,2.68493150684931,NA,NA,5.15068493150685,34.4109589041096,37.8630136986301,NA,2.84931506849315,NA,0.030375,3,7,4,4,10
1,0.2,0,15.7534246575342,NA,NA,11.4794520547945,27.1780821917808,30.2191780821918,NA,4.16438356164383,NA,0.0261,3,6,5,1,4
1,0.2,0,10.8219178082192,NA,NA,2.93150684931507,8.43835616438356,13.4520547945205,18.4657534246575,1.94520547945206,38.5205479452055,0.061375,6,1,4,3,3
1,0.2,0,38.1095890410959,NA,NA,5.64383561643836,38.9315068493151,NA,NA,1.36986301369863,NA,0.02315,2,5,5,4,3
1,0.2,0,9.50684931506849,37.041095890411,NA,NA,NA,NA,NA,36.1369863013699,NA,0.02435,5,4,5,4,7
1,0.2,0,31.4520547945205,NA,NA,2.76712328767123,34,36.4657534246575,NA,21.2602739726027,NA,0.0207,3,2,8,6,2
1,0.2,0,8.6027397260274,NA,NA,2.76712328767123,34,39.7534246575342,NA,4.08219178082192,NA,0.0242,2,6,4,6,6
1,0.2,0,8.68493150684931,NA,NA,7.12328767123288,NA,NA,NA,0.958904109589042,NA,0.02155,6,5,8,3,8
1,0.2,0,9.67123287671233,37.2876712328767,NA,10.4931506849315,31.2876712328767,38.9315068493151,NA,16.3287671232877,NA,0.024225,4,3,4,4,1
1,0.2,0,4.41095890410959,NA,NA,3.75342465753425,NA,NA,NA,12.6301369863014,NA,0.024625,2,4,2,10,6
1,0.2,0,23.7260273972603,NA,NA,8.27397260273973,35.1506849315069,NA,NA,5.06849315068493,NA,0.021025,8,4,2,3,4
1,0.2,0,9.34246575342466,39.5068493150685,NA,5.15068493150685,10.986301369863,16.0821917808219,39.2602739726027,13.6986301369863,NA,0.0356,6,7,2,7,4
1,0.2,0,1.45205479452055,26.4383561643836,NA,30.7945205479452,NA,NA,NA,25.1232876712329,NA,0.024525,4,4,3,5,5
1,0.2,0,24.3835616438356,NA,NA,16.2465753424658,NA,NA,NA,11.2328767123288,NA,0.0216,4,4,4,4,6
1,0.2,0,11.8082191780822,34.1643835616438,NA,21.6712328767123,28.1643835616438,36.1369863013699,NA,0.301369863013697,NA,0.028425,3,4,1,5,1
